state,bill_id,title,status,summary,category,url,all_urls
Washington,S 6073,Use of Artificial Intelligence Language Learning Models,Failed - Adjourned,Concerns the use of AI language learning models in official court filings.,Judicial Use; Notification,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S6073&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S6073&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Washington,S 6184,Pornographic Material Involving Minors,Failed - Adjourned,Concerns deepfake AI-generated pornographic material involving minors.,Child Pornography; Criminal Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S6184&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S6184&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Virginia,S 621,Commission on Artificial Intelligence,Failed,Relates to Commission on Artificial Intelligence; relates to report; relates to sunset; creates the Commission on Artificial Intelligence to advise the governor on issues related to AI and make advisory recommendations based on its findings.,Effect on Labor/Employment; Responsible Use; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000S621&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:VA2024000S621&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Washington,S 6299,Employee Rights in the Workplace,Failed - Adjourned,Protects employee rights in the workplace with regards to the use of digital technology.,Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S6299&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WA2023000S6299&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 6402,State Commission to Study Artificial Intelligence,Pending,"Creates a temporary state commission to study and investigate how to regulate AI, robotics and automation; repeals such commission.",Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S6402&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S6402&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Wisconsin,S 644,Content Generated by Artificial Intelligence Disclosure,Failed,Concerns disclosures regarding content generated by AI in political advertisements; grants rule making authority; provides a penalty.,Elections,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2023000S644&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2023000S644&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Maine,"S 656, Special Session",Staffing of Nurses and Improve Patient Care,Failed - Adjourned,Addresses unsafe staffing of nurses and improve patient care.,Effect on Labor/Employment; Health Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:ME2023010S656&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:ME2023010S656&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 6638,Political Artificial Intelligence Disclaimer Act,Pending,Provides that all political committees that make an expenditure for a political communication shall be required to disclose the identity of the political committee which made the expenditure for such political communication; provides that any political communication which was produced by or includes any synthetic media shall be required to disclose the use of such synthetic media; provides that all committees shall keep records of their use of synthetic media during each campaign cycle.,Elections,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S6638&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S6638&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 6685,Motor Vehicle Insurers,Pending,"Prohibits motor vehicle insurers from discrimination based on socioeconomic factors in determining algorithms used to construct actuarial tables, coverage terms, premiums and/or rates.",Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S6685&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S6685&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
North Carolina,S 684,Stormwater Permits,Pending,Establishes deadlines for decisions by the Department of Environmental Quality on applications for stormwater permits and applications for permits proceeding under the express review program; makes other changes.,Appropriations; Government Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NC2023000S684&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NC2023000S684&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 6859,Synthetic Performers in Advertisements,Pending,"Amends the General Business Law; requires advertisements to disclose the use of synthetic media; imposes a $1,000 civil penalty for a first violation and a $5,000 penalty for any subsequent violation.",Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S6859&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S6859&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Florida,S 7018,Health Care Innovation Council,Enacted,"Creates the Health Care Innovation Council to tap into the best knowledge and experience available by regularly bringing together subject matter experts to explore and discuss innovations in technology, workforce, and service delivery models that can be exhibited as best practices, implemented, or scaled in order to improve the quality and delivery of health care; provides for a revolving loan program for applicants seeking to implement innovative solutions; appropriates funds to the Department of Health.",Health Use; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000S7018&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000S7018&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Florida,S 7038,Education,Failed,Provides for the award of grants to school districts to implement AI in support of students and teachers; provides requirements for the use of such AI; revises eligibility requirements for a New Worlds Scholarship Account; requires each school district and prekindergarten provider to notify the parent of each eligible student of the process to request and receive a scholarship when providing certain screening and progress monitoring results; renames the New Worlds Reading Initiative as the New Worlds Learning Initiative; expands the initiative to include improvement in mathematics skills.,Education Use; Government Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000S7038&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000S7038&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
West Virginia,S 741,Child Pornography,Failed - Adjourned,"Relates to establishing the criminal offenses of creating, producing, distributing or possessing with intent to distribute AI-created visual depictions of child pornography when no actual minor is depicted.",Child Pornography; Criminal Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2024000S741&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2024000S741&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 7422,Applicants of the Empire State Film Production Credit,Pending,"Excludes a production which uses AI in a manner which results in the displacement of employees whose salaries are qualified expenses, unless such replacement is permitted by a current collective bargaining agreement in force covering such employees, from the definition of qualified film for the purposes of the Empire State Film Production Credit; defines qualified film.",Effect on Labor/Employment; Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7422&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7422&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 7543,Legislative Oversight of Automated Decision-Making,To governor,"Provides that any state agency shall be prohibited from utilizing or applying any automated decision-making system in performing any function that is related to the delivery of any public assistance benefit, will have a material impact on the rights, civil liberties, safety or welfare of any individual within the state, or affects any statutorily or constitutionally provided right of an individual, unless such utilization or application of the automated decision-making system is authorized in law.",Government Use; Health Use; Impact Assessment; Oversight/Governance,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7543&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7543&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 7592,Disclosure of the Use of Artificial Intelligence,Pending,"Requires disclosure of the use of AI in political communications; provides that any political communication, regardless of whether such communication is considered a substantial or nominal expenditure, that uses an image or video footage that was generated in whole or in part with the use of AI, as defined by the state board of elections, shall be required to disclose that AI was used in such communication.",Elections,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7592&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7592&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 7623,Bossware and Oppressive Technology Act,Pending,"Provides that it shall be unlawful for an employer to use an electronic monitoring tool to collect employee data unless the electronic monitoring tool is primarily used to accomplish any of the specified purposes, including, among other things, allowing a worker to accomplish an essential job function, ensuring the quality of goods and services, periodic assessment of worker performance, ensuring compliance with employment, labor, or other relevant laws, and protecting worker health, safety, or security.",Impact Assessment; Private Sector Use; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7623&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7623&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 7676,Contract Requirements,To governor,Establishes contract requirements for contracts involving the creation and use of digital replicas.,Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7676&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7676&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 7735,Use of Automated Decision Tools by Landlords,Pending,Relates to the use of automated decision tools by landlords for making housing decisions; sets conditions and rules for use of such tools.,Private Sector Use; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7735&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7735&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 7847,Publication Use of Generative Artificial Intelligence,Pending,"Requires that every newspaper, magazine or other publication printed or electronically published in this state, which contains the use of generative AI or other information communication technology, shall identify that certain parts of such newspaper, magazine or publication were composed using AI or other information communication technology.",Private Sector Use; Provenance,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7847&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7847&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
South Dakota,S 79,Child Pornography,Enacted,"Revises provisions related to the possession, distribution and manufacture of child pornography; provides that a person is guilty of possessing child pornography if the person knowingly possesses any visual depiction of a minor engaging in a prohibited sexual act, or in a simulation of a prohibited sexual act, or any computer-generated child pornography; provides that a violation is a Class 4 felony; defines the crime of distributing child pornography.",Child Pornography; Criminal Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:SD2024000S79&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:SD2024000S79&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 7922,Publishers of Books Created Using AI,Pending,"Requires publishers of books created wholly or partially with the use of generative AI to disclose such use of generative AI before the completion of such sale; applies to all printed and digital books consisting of text, pictures, audio, puzzles, games or any combination thereof.",Provenance; Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7922&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S7922&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 8138,"State Commission on AI, Robotics and Automation",Pending,"Creates a temporary state commission to study and investigate how to regulate AI, robotics and automation; repeals such commission.",Effect on Labor/Employment; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S8138&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S8138&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Maryland,S 818,Artificial Intelligence Governance Act of 2024,Enacted,Requires each unit of state government to conduct certain inventories and assessments; requires the Department of Information Technology to conduct certain monitoring and adopt certain policies and procedures; prohibits a unit of state government from implementing or using a system that employs AI under certain circumstances; establishes the Governor's Artificial Intelligence Subcabinet of the Governor's Executive Council.,Education Use; Government Use; Impact Assessment; Oversight/Governance; Responsible Use; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000S818&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:MD2024000S818&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 8206,Collection of Oaths of Responsible Use,Pending,"Requires the collection of oaths of responsible use from users of certain generative or surveillance advanced AI systems by the operators of such systems, and transmission of such oaths to the attorney general.",Government Use; Private Sector Use; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S8206&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S8206&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 8209,Artificial Intelligence Bill of Rights,Pending,"Enacts the state Artificial Intelligence Bill of Rights to provide residents of the state with rights and protections to ensure that any system making decisions without human intervention impacting their lives do so lawfully, properly and with meaningful oversight.",Audit; Government Use; Impact Assessment; Notification; Private Sector Use; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S8209&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S8209&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 8214,Registration of Artificial Intelligence Companies,Pending,Requires the registration of certain companies whose primary business purpose is related to AI as evidenced by their North American Industry Classification System code.,Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S8214&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S8214&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 8308,Transportation and Economic Development Budget,Pending,"Enacts into law major components of legislation necessary to implement the state transportation, economic development and environmental conservation budget for the specified state fiscal year. Amends the economic development law and the urban development corporation act, in relation to establishing the New York State Empire Artificial Intelligence Research Program and the empire AI consortium; and in relation to the plan of operation and financial oversight of the empire AI consortium; and provides for the repeal of certain provisions upon expiration thereof (Subpart A); and authorizes the state university of New York at Buffalo to lease a portion of lands to the empire AI consortium to create and launch a state-of-the-art AI computing center (Subpart B) (Part TT).",Education Use; Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S8308&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S8308&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 8390,Admissibility of Evidence Created by AI,Pending,Sets rules and procedures for the admissibility of evidence created or processed by AI.,Judicial Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S8390&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S8390&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Utah,S 84,Governor’s Office of Economic Opportunity,Enacted,Modifies provisions related to the Governor's Office of Economic Opportunity; revises definitions; modifies the membership of the Governor's Office of Economic Opportunity board; modifies provisions regarding the Unified Economic Opportunity Commission; modifies provisions about the purpose of the Economic Opportunity Act; makes technical and conforming changes.,Education/Training,http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2024000S84&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:UT2024000S84&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Florida,S 850,Use of Artificial Intelligence in Political Advertising,Failed,"Defines the term generative AI; requires that certain political advertisements, electioneering communications, or other miscellaneous advertisements include a specified disclaimer; provides for civil penalties; authorizes the filing of complaints regarding violations with the Florida Elections Commission.",Elections,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000S850&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:FL2024000S850&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 8755,New York Artificial Intelligence Ethics Commission,Pending,Establishes the New York Artificial Intelligence Ethics Commission.,Government Use; Oversight/Governance; Private Sector Use; Responsible Use; Studies,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S8755&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S8755&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
North Carolina,S 88,Absentee Ballots,Pending,"Requires county boards to challenge ballots of ineligible voters due to death or felony conviction; requires the disclosure of the use of AI in advertisements portraying misleading or false content; requires signature verification for executed absentee ballots before the ballot is accepted by county boards of elections, beginning in 2025; expands the pilot program for signature verification on executed absentee ballots through the 2024 general election.",Elections,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NC2023000S88&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NC2023000S88&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
North Carolina,S 880,Fraudulent Deepfakes in Election Communications,Pending,Prohibits the use of fraudulent deepfakes in election communications; appropriates funds for enforcement.,Elections,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NC2023000S880&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NC2023000S880&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
California,S 892,Public Contracts: Automated Decision Tools,To governor,Provides that existing law requires all contracts for the acquisition of information technology goods and services related to information technology projects to be made by or under the supervision of the Department of Technology. Requires the Department of Technology to develop and adopt regulations to create an automated decision system standard.,Government Use; Provenance; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S892&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S892&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
California,S 893,California Artificial Intelligence Research Hub,Pending,"Requires the Government Operations Agency, the Governor's Office of Business and Economic Development and the Department of Technology to collaborate to establish the California Artificial Intelligence Research Hub in the Government Operations Agency. The bill requires the hub to serve as a centralized entity to facilitate collaboration between government agencies, academic institutions and private sector partners to advance AI research and development.",Oversight/Governance,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S893&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S893&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
California,S 896,Generative Artificial Intelligence Accountability Act,To governor,"Requires the Department of Technology, under the guidance of the Government Operations Agency, the Office of Data and Innovation, and the Department of Human Resources, to report to the governor. Requires the Office of Emergency Services to, as appropriate, perform a risk analysis of potential threats posed using generative AI to California's critical infrastructure, including those that could lead to mass casualty events and would require a high-level summary of the analysis.",Cybersecurity; Government Use; Notification; Responsible Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S896&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S896&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 9104,Position of Chief Artificial Intelligence Officer,Pending,"Amends the State Technology Law; establishes the position of chief artificial intelligence officer and such person's functions, powers and duties; includes, but not limited to, developing statewide AI policies and governance, coordinating the activities of all state departments, boards, commissions, agencies and authorities performing any functions using AI tools; makes related provisions.",Government Use; Oversight/Governance,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S9104&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S9104&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
Pennsylvania,S 913,Virtual Mental Health in Schools Act,Pending,Expands parental consent for virtual mental health services provided by a school entity to include behavioral health support administered by AI.,Education Use; Health Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000S913&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:PA2023000S913&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
California,S 933,Crimes: Child Pornography,Pending,"Includes an image generated using AI as a computer-generated image, relative to crimes and child pornography. Requires the Department of Justice to include in its collection and analysis of criminal statistical data violations based on materials generated using AI.",Child Pornography; Criminal Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S933&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:CA2023000S933&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
New York,S 9381,Liability for Loss or Harm Due to Chatbot,Pending,"Imposes liability for misleading, incorrect, contradictory or harmful information to a user by a chatbot that results in financial loss or other demonstrable harm.",Government Use; Private Sector Use,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S9381&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NY2023000S9381&cuiq=93d84396-c63b-526a-b152-38b7f79b4cfd&client_md=e4f6fea4-27b4-5d41-b7d3-766fe52569f0
